item_length,item_width
6.175308513423598,6.285651418632581
5.6625966949638595,6.2009808568452165
5.929396354563078,5.0618067246086955
6.380268851909004,5.357969392030214
4.8946603132075825,5.938184099793463
5.150537144069873,6.54128421895067
5.788158625427059,7.452850940578977
6.363590591893272,6.218174576631931
5.47358317809202,4.670727682998347
5.082657082408633,5.434594790533447
6.2574113058053875,5.72987667813882
4.9889832026147,5.243506555718407
6.16418444155955,6.874892103505802
6.641033649670575,6.7468911164277
6.443026912940757,4.212447743042386
4.209379454019166,6.75333718901014
5.846426411949961,6.622695437488382
7.401281709749571,5.816206896768596
3.8428860500310584,5.459521662014787
6.021417498175357,5.648364186277884
6.337030816438977,6.29455264828238
4.543484247454614,4.9717185919782185
5.197335089372849,6.589760080739184
4.861625547141254,5.410178151697165
6.361234441922435,4.9244091625963
5.580304860568336,6.95277978786026
5.402755697702599,5.213507564076715
6.4681943784360785,7.056720430172095
4.758380767808919,6.142426497783977
5.005380170169939,6.581678950135998
3.530095123552381,5.597004245507124
5.998108027817513,4.760204604767278
5.030243024726075,7.494247810633929
5.059129039212241,7.1286128126443025
5.986933097585333,7.498339580086
7.037902613954135,7.664734838278944
4.507933950946926,5.841467775304275
6.111435550396579,4.383264849674317
6.549537808669317,5.006699465257738
6.580219897464714,5.187559428310815
7.101698186525752,6.069585910461766
6.39214652825724,5.386754650304175
4.055092059884274,5.2427930939103575
5.3661581783816334,7.547815418692783
6.367491561305502,6.157697702158508
5.380056321626261,5.055748811724296
5.279634847773802,6.305213777353145
6.654814599858528,6.305729232434055
5.557852474408745,5.910399592353007
6.399683747196257,6.314788981195621
5.208838882150651,5.409912996906794
5.243059979327646,3.9559947314580275
6.6626809018026165,5.96424642669201
6.28651363918416,6.01336417516765
4.300758250130732,6.787098187196939
6.3954745337542285,8.312626589476453
7.0407947518187255,6.497262453329258
6.1664812690796555,6.271505023302955
6.63490955082786,5.734291535457574
7.406849304622433,5.967541919847177
5.826402190891778,6.529999292051061
6.551292601845778,5.950472513883876
5.978487848588218,6.32516930357501
5.579465322394313,5.544757034222629
7.9353845669589305,6.872823753721458
6.451045492537716,6.839219841144512
4.098815663167896,4.788627210713449
4.098001879679634,5.883185586278624
5.575586108215942,6.1224690646562845
5.067811033135773,7.2355120988824035
6.377480442465265,5.53744365962515
4.899153161824041,6.174125402241092
5.003170642342723,6.423725701822455
4.839154178353418,7.353404318122615
6.003561546106664,5.593858472684783
6.610267958675822,7.207439929255317
5.6073985350123525,5.949506776475332
7.287380602209726,7.53291870693338
6.263741366039428,6.860431844929828
5.675904663071417,6.898942610463617
5.098298223619857,6.1939283211727405
7.177814233484575,4.059251996944796
6.06511110680269,6.580370434361237
5.198016802629011,6.852273724994506
6.159825868697071,6.308713523254718
5.01925069907084,6.7260917261175015
6.406842914882078,6.462372909438349
4.457208820560999,5.77049574986412
4.3144926322436605,6.358369952683423
5.85406344041639,6.2066603934605595
7.475731910974329,6.994656074237881
5.585459221794055,7.799151061692905
7.083382003803054,6.588499403059174
5.1377411590711395,7.481124494933939
5.466229479051196,5.552362812050908
4.536266850081678,6.141353349486168
7.0084028560821405,4.91212041127444
5.959752349054543,5.543473106989477
5.635383098765426,4.196095316138655
4.892647470617893,5.576644444064635
6.995468045265494,6.3933296267919655
5.848922160923697,5.897687732342316
4.48690839734571,7.829163932970908
7.556877916463644,6.180935964788383
6.8548187472306825,5.812840496010322
5.342577722935206,6.151257563685982
4.883477522019207,5.193709399631547
6.925514704712773,6.12932059534916
6.076582092356597,6.291287368879099
6.209011232713431,6.37507544866365
4.871734970732495,5.770906416969307
4.685882619820553,5.672660330078083
6.135735532026266,6.414309041305361
6.080392871703129,4.8968540355625585
6.189633148514367,6.169812580763217
5.89065634236847,4.286485236903309
6.623068960201648,5.908543622778101
5.901265035071882,4.94722002039491
6.121470000606898,5.082782654400281
6.224090434244636,5.833840431954481
5.999395340835535,6.841270767176166
6.463320335406822,5.087920226149606
6.409372021207185,6.3291652253171495
6.449304887512618,6.958559746931325
4.900437112473588,6.359975601633147
5.344817188223933,5.788357369292466
6.010482806168442,5.662195568410051
6.792328126838408,6.0154352185136855
5.489661910292091,6.0731700592706215
6.032278876164794,6.511355136886575
7.266496440989433,6.0859836148730215
6.069489757135228,4.803166138638697
5.287958781327112,4.297092365451039
5.242990126020912,6.240940491552621
4.745182232707275,6.237868039438918
6.889863304096172,3.666419554393594
6.089147215442197,6.100874655800781
5.6362556793249015,6.5698737189409755
6.064650164264755,4.937067952305397
4.327439654840898,6.206431265002132
5.9410069636125815,6.368128752785592
2.6799627678521603,2.7782314903457213
0.11770205905798292,2.351148710456858
0.4554739380289119,1.7745766163638272
5.719343085480398,4.76103535815534
4.510983031149371,5.601828788288859
3.7244758216947638,0.8004862266644555
3.8490337007076243,2.9849480575920886
4.417223813778383,2.476043750109188
3.2083150383088506,3.7462462315884033
1.252213251413571,3.083772461810213
0.4634727411192472,3.951188919777357
3.413449479112692,0.5924481846413796
